STAT_ID,Latitude,Longitude,geometry
401428,-24.09,30.27,POINT (30.27 -24.09)
401429,-24.55,31.03,POINT (31.03 -24.55)
401430,-24.18,30.82,POINT (30.82 -24.18)
401431,-24.0,30.67,POINT (30.67 -24)
401432,-24.03,30.43,POINT (30.43 -24.03)
401433,-24.17,30.1,POINT (30.1 -24.17)
401434,-24.12,30.35,POINT (30.35 -24.12)
401435,-24.05,31.23,POINT (31.23 -24.05)
401436,-24.05,31.73,POINT (31.73 -24.05)
401437,-24.03,31.12,POINT (31.12 -24.03)
401438,-23.65,31.05,POINT (31.05 -23.65)
401439,-23.88,30.36,POINT (30.36 -23.88)
401440,-23.89,30.35,POINT (30.35 -23.89)
401441,-23.88,30.07,POINT (30.07 -23.88)
401442,-23.83,31.64,POINT (31.64 -23.83)
401443,-23.64,31.14,POINT (31.14 -23.64)
401444,-23.28,30.54,POINT (30.54 -23.28)
401445,-23.94,29.98,POINT (29.98 -23.94)
401446,-23.21,31.22,POINT (31.22 -23.21)
401447,-23.13,31.45,POINT (31.45 -23.13)
401448,-27.16,29.23,POINT (29.23 -27.16)
401449,-26.62,29.02,POINT (29.02 -26.62)
401450,-26.85,29.32,POINT (29.32 -26.85)
401451,-26.77,29.54,POINT (29.54 -26.77)
401452,-26.84,29.72,POINT (29.72 -26.84)
401453,-26.84,29.72,POINT (29.72 -26.84)
401454,-26.86,28.88,POINT (28.88 -26.86)
401455,-27.0,28.76,POINT (28.76 -27)
401456,-27.17,29.23,POINT (29.23 -27.17)
401457,-27.02,28.59,POINT (28.59 -27.02)
401458,-26.92,29.28,POINT (29.28 -26.92)
401459,-26.78,29.8,POINT (29.8 -26.78)
401460,-26.64,27.08,POINT (27.08 -26.64)
401461,-26.67,28.03,POINT (28.03 -26.67)
401462,-26.72,27.71,POINT (27.71 -26.72)
401463,-26.25,27.16,POINT (27.16 -26.25)
401464,-27.01,26.69,POINT (26.69 -27.01)
401465,-26.68,27.93,POINT (27.93 -26.68)
401466,-26.82,27.92,POINT (27.92 -26.82)
401467,-26.97,27.21,POINT (27.21 -26.97)
401468,-26.45,28.08,POINT (28.08 -26.45)
401469,-26.28,27.66,POINT (27.66 -26.28)
401470,-26.43,27.32,POINT (27.32 -26.43)
401471,-26.29,27.83,POINT (27.83 -26.29)
401472,-27.38,26.46,POINT (26.46 -27.38)
401473,-26.28,26.86,POINT (26.86 -26.28)
401474,-27.36,26.35,POINT (26.35 -27.36)
401475,-27.49,26.07,POINT (26.07 -27.49)
401476,-27.56,26.23,POINT (26.23 -27.56)
401477,-26.37,27.23,POINT (27.23 -26.37)
401478,-26.64,28.23,POINT (28.23 -26.64)
401479,-26.61,27.98,POINT (27.98 -26.61)
401480,-26.98,26.63,POINT (26.63 -26.98)
401481,-26.87,26.65,POINT (26.65 -26.87)
401482,-26.88,26.96,POINT (26.96 -26.88)
401483,-26.85,28.12,POINT (28.12 -26.85)
401484,-26.62,28.29,POINT (28.29 -26.62)
401485,-26.42,28.18,POINT (28.18 -26.42)
401486,-26.51,28.35,POINT (28.35 -26.51)
401487,-26.2,28.46,POINT (28.46 -26.2)
401488,-26.42,28.16,POINT (28.16 -26.42)
401489,-26.45,28.08,POINT (28.08 -26.45)
401490,-26.37,28.07,POINT (28.07 -26.37)
401491,-26.93,26.8,POINT (26.8 -26.93)
401492,-26.91,26.81,POINT (26.81 -26.91)
401493,-26.73,27.59,POINT (27.59 -26.73)
401494,-26.45,28.08,POINT (28.08 -26.45)
401495,-26.25,28.49,POINT (28.49 -26.25)
401496,-26.35,28.5,POINT (28.5 -26.35)
401497,-26.27,28.5,POINT (28.5 -26.27)
401498,-26.25,28.5,POINT (28.5 -26.25)
401499,-26.42,28.5,POINT (28.5 -26.42)
401500,-26.21,28.48,POINT (28.48 -26.21)
401501,-26.13,27.76,POINT (27.76 -26.13)
401502,-26.16,27.76,POINT (27.76 -26.16)
401503,-26.43,27.15,POINT (27.15 -26.43)
401504,-26.51,27.12,POINT (27.12 -26.51)
401505,-26.33,27.33,POINT (27.33 -26.33)
401506,-26.17,27.81,POINT (27.81 -26.17)
401507,-26.17,27.83,POINT (27.83 -26.17)
401508,-26.33,27.9,POINT (27.9 -26.33)
401509,-26.22,27.98,POINT (27.98 -26.22)
401510,-26.21,27.95,POINT (27.95 -26.21)
401511,-26.26,28.22,POINT (28.22 -26.26)
401512,-26.69,28.11,POINT (28.11 -26.69)
401514,-26.49,27.5,POINT (27.5 -26.49)
401516,-26.89,27.46,POINT (27.46 -26.89)
401517,-26.68,27.1,POINT (27.1 -26.68)
401518,-26.75,27.09,POINT (27.09 -26.75)
401519,-26.72,27.12,POINT (27.12 -26.72)
401520,-26.88,26.92,POINT (26.92 -26.88)
401521,-26.21,27.74,POINT (27.74 -26.21)
401522,-27.57,24.74,POINT (24.74 -27.57)
401523,-27.9,24.61,POINT (24.61 -27.9)
401524,-28.16,24.47,POINT (24.47 -28.16)
401525,-28.37,24.3,POINT (24.3 -28.37)
401526,-27.93,26.12,POINT (26.12 -27.93)
401527,-28.11,26.71,POINT (26.71 -28.11)
401528,-28.11,26.72,POINT (26.72 -28.11)
401529,-28.23,27.08,POINT (27.08 -28.23)
401530,-28.61,27.01,POINT (27.01 -28.61)
401531,-28.31,27.49,POINT (27.49 -28.31)
401532,-28.71,26.96,POINT (26.96 -28.71)
401533,-28.12,26.58,POINT (26.58 -28.12)
401534,-28.11,26.9,POINT (26.9 -28.11)
401535,-29.16,26.57,POINT (26.57 -29.16)
401536,-29.14,26.31,POINT (26.31 -29.14)
401537,-29.65,25.97,POINT (25.97 -29.65)
401538,-29.04,24.6,POINT (24.6 -29.04)
401539,-28.96,24.24,POINT (24.24 -28.96)
401540,-29.28,26.92,POINT (26.92 -29.28)
401541,-29.28,26.76,POINT (26.76 -29.28)
401542,-29.02,24.63,POINT (24.63 -29.02)
401543,-28.88,25.95,POINT (25.95 -28.88)
401544,-29.03,23.98,POINT (23.98 -29.03)
401545,-28.94,26.32,POINT (26.32 -28.94)
401546,-28.96,26.33,POINT (26.33 -28.96)
401547,-27.44,26.98,POINT (26.98 -27.44)
401548,-27.39,26.61,POINT (26.61 -27.39)
401549,-27.4,26.62,POINT (26.62 -27.4)
401550,-27.67,27.23,POINT (27.23 -27.67)
401551,-27.35,27.28,POINT (27.28 -27.35)
401552,-27.04,27.0,POINT (27 -27.04)
401553,-27.27,28.49,POINT (28.49 -27.27)
401554,-27.84,28.96,POINT (28.96 -27.84)
401555,-27.7,28.32,POINT (28.32 -27.7)
401556,-28.37,28.86,POINT (28.86 -28.37)
401557,-28.05,28.49,POINT (28.49 -28.05)
401558,-28.35,29.09,POINT (29.09 -28.35)
401559,-28.16,28.87,POINT (28.87 -28.16)
401560,-28.08,28.83,POINT (28.83 -28.08)
401561,-28.1,28.78,POINT (28.78 -28.1)
401562,-27.65,28.86,POINT (28.86 -27.65)
401563,-27.68,28.37,POINT (28.37 -27.68)
401564,-27.29,28.49,POINT (28.49 -27.29)
401565,-28.02,28.99,POINT (28.99 -28.02)
401566,-27.42,28.52,POINT (28.52 -27.42)
401567,-27.3,28.58,POINT (28.58 -27.3)
401568,-27.8,28.76,POINT (28.76 -27.8)
401569,-28.38,29.01,POINT (29.01 -28.38)
401570,-28.11,24.91,POINT (24.91 -28.11)
401571,-28.51,24.6,POINT (24.6 -28.51)
401572,-28.4,24.27,POINT (24.27 -28.4)
401573,-27.66,25.61,POINT (25.61 -27.66)
